Вуз,Год,Код специальности,Направление,Проходной балл (очная форма)
ДГТУ,2024,15.03.06,Беспилотные системы и технологии,173
ДГТУ,2021,23.03.02,Интеллектуальная техника для АПК,166
ДГТУ,2022,23.03.02,Интеллектуальная техника для АПК,163
ДГТУ,2023,23.03.02,Интеллектуальная техника для АПК,181
ДГТУ,2024,23.03.02,Интеллектуальная техника для АПК,160
ДГТУ,2021,38.03.01,Финансовые технологии и цифровые инновации в бизнесе,247
ДГТУ,2022,38.03.01,Финансовые технологии и цифровые инновации в бизнесе,265
ДГТУ,2023,38.03.01,Финансовые технологии и цифровые инновации в бизнесе,238
ДГТУ,2024,38.03.01,Финансовые технологии и цифровые инновации в бизнесе,270
ДГТУ,2021,38.03.01,Международный бизнес,297
ДГТУ,2022,38.03.01,Международный бизнес,302
ДГТУ,2023,38.03.01,Международный бизнес,257
ДГТУ,2024,38.03.01,Международный бизнес,270
ДГТУ,2021,08.03.01,Инженерия и управление в системах водоснабжения (водоотведения),176
ДГТУ,2022,08.03.01,Инженерия и управление в системах водоснабжения (водоотведения),162
ДГТУ,2023,08.03.01,Инженерия и управление в системах водоснабжения (водоотведения),165
ДГТУ,2024,08.03.01,Инженерия и управление в системах водоснабжения (водоотведения),169
ДГТУ,2021,08.03.01,Цифровое городское планирование и управление недвижимостью,167
ДГТУ,2022,08.03.01,Цифровое городское планирование и управление недвижимостью,155
ДГТУ,2023,08.03.01,Цифровое городское планирование и управление недвижимостью,173
ДГТУ,2024,08.03.01,Цифровое городское планирование и управление недвижимостью,169
ДГТУ,2021,09.03.01,Программирование роботов,231
ДГТУ,2022,09.03.01,Программирование роботов,219
ДГТУ,2023,09.03.01,Программирование роботов,222
ДГТУ,2024,09.03.01,Программирование роботов,206
ДГТУ,2021,06.05.01,Трансляционная биоинженерия,208
ДГТУ,2022,06.05.01,Трансляционная биоинженерия,221
ДГТУ,2023,06.05.01,Трансляционная биоинженерия,184
ДГТУ,2024,06.05.01,Трансляционная биоинженерия,200
ДГТУ,2021,08.03.01,Бизнес-инжиниринг и экспертиза в стройиндустрии,190
ДГТУ,2022,08.03.01,Бизнес-инжиниринг и экспертиза в стройиндустрии,146
ДГТУ,2023,08.03.01,Бизнес-инжиниринг и экспертиза в стройиндустрии,191
ДГТУ,2024,08.03.01,Бизнес-инжиниринг и экспертиза в стройиндустрии,169
ДГТУ,2021,26.03.02,Судостроение и судоремонт,130
ДГТУ,2022,26.03.02,Судостроение и судоремонт,163
ДГТУ,2023,26.03.02,Судостроение и судоремонт,159
ДГТУ,2024,26.03.02,Судостроение и судоремонт,150
