Вуз,Год,Код специальности,Направление,Проходной балл (очная форма)
ЮФУ,2024,43.03.03,Гостиничное дело,214
ЮФУ,2021,38.03.01,Экономика,250
ЮФУ,2022,38.03.01,Экономика,221
ЮФУ,2023,38.03.01,Экономика,241
ЮФУ,2024,38.03.01,Экономика,251
ЮФУ,2021,07.03.01,Архитектура,327
ЮФУ,2022,07.03.01,Архитектура,376
ЮФУ,2023,07.03.01,Архитектура,339
ЮФУ,2024,07.03.01,Архитектура,381
ЮФУ,2021,54.03.01,Дизайн,389
ЮФУ,2022,54.03.01,Дизайн,394
